deal_id,deals_recom_score,user_id
40000172,261.0093549790009,12111881.0
40000728,202.7558609458986,12111881.0
40000277,190.4654734709831,12111881.0
40000690,190.08338806844273,12111881.0
40000726,163.986558730455,12111881.0
40000703,158.74011188381942,12111881.0
30000056,156.5346625481594,12111881.0
40000723,155.20517419147617,12111881.0
40000684,154.15996435348765,12111881.0
40000144,153.4530812069768,12111881.0
40000180,152.83080453254797,12111881.0
40000358,150.65156214088228,12111881.0
40000718,149.33058659754994,12111881.0
40000026,148.48042153356485,12111881.0
40000286,148.33446514992897,12111881.0
40000681,147.5871139507475,12111881.0
40000469,146.35518022482006,12111881.0
40000714,146.32378670599547,12111881.0
40000716,145.67318493742442,12111881.0
40000425,145.1183401346548,12111881.0
40000324,144.41160402371415,12111881.0
40000492,144.18213104065637,12111881.0
40000729,143.36046485819568,12111881.0
40000317,142.86568842670508,12111881.0
40000033,142.81865873492998,12111881.0
40000002,142.32613560804813,12111881.0
40000272,141.0376446393564,12111881.0
40000642,139.78445702844334,12111881.0
20000042,138.67285622053106,12111881.0
40000365,138.556713020005,12111881.0
20000045,138.4113527159599,12111881.0
40000500,137.55926286187133,12111881.0
40000323,137.4655460845887,12111881.0
40000027,137.1429189180712,12111881.0
40000087,135.58267626943606,12111881.0
40000666,134.06513856467413,12111881.0
40000661,133.9184283825145,12111881.0
40000152,133.6884749353239,12111881.0
40000357,133.68386114957528,12111881.0
40000025,133.15008080273114,12111881.0
40000147,133.02430385385327,12111881.0
40000024,132.95393141721058,12111881.0
40000145,132.93749139273686,12111881.0
20000037,132.83463849175132,12111881.0
40000420,132.22202477977544,12111881.0
40000680,132.12485985507877,12111881.0
40000031,131.98670300739158,12111881.0
40000303,131.71933394057595,12111881.0
20000043,131.42787339846643,12111881.0
40000037,131.1664981730588,12111881.0
40000368,130.99046510223172,12111881.0
40000230,130.80705208642883,12111881.0
40000165,130.4745547269138,12111881.0
40000130,130.4744949372159,12111881.0
40000422,129.93010943517055,12111881.0
40000669,129.62374065369147,12111881.0
40000354,129.5533630125929,12111881.0
40000146,129.34902966096956,12111881.0
40000502,129.23775474754805,12111881.0
40000348,129.15339183396844,12111881.0
40000359,129.11971454315366,12111881.0
40000150,129.0563710360685,12111881.0
40000231,128.99182610715596,12111881.0
40000153,128.81781881512958,12111881.0
40000159,128.8064407592311,12111881.0
40000022,128.80098705271453,12111881.0
40000170,128.7325527397068,12111881.0
40000274,128.6503532373015,12111881.0
40000470,128.5895657929765,12111881.0
40000167,128.53779146011385,12111881.0
40000021,128.3414708636318,12111881.0
20000044,128.11888368613654,12111881.0
40000331,127.97777855912267,12111881.0
40000133,127.73960478865204,12111881.0
40000166,127.57040232659853,12111881.0
20000026,127.56994486012725,12111881.0
40000143,127.08872220829157,12111881.0
20000032,127.03765783386834,12111881.0
40000658,127.01967492962383,12111881.0
40000030,126.77184677006012,12111881.0
40000020,126.61787327301191,12111881.0
40000421,126.59677925563662,12111881.0
40000138,126.46521981973753,12111881.0
40000162,126.32094967761871,12111881.0
40000342,125.84420774500717,12111881.0
40000135,125.68878443468634,12111881.0
40000036,125.39707827126556,12111881.0
40000046,125.33898584401963,12111881.0
40000173,125.32330161083532,12111881.0
40000169,125.01711168498275,12111881.0
40000711,124.53870267593557,12111881.0
40000148,124.39137809817787,12111881.0
40000188,124.28285602381747,12111881.0
40000129,124.09087617101684,12111881.0
40000482,124.05825301626028,12111881.0
40000471,123.81706468945201,12111881.0
40000356,123.75758850852394,12111881.0
40000160,123.59519933445601,12111881.0
20000041,123.47458968634557,12111881.0
40000229,123.37240091871251,12111881.0
30000050,123.29620521495994,12111881.0
40000648,122.99046492503388,12111881.0
40000366,122.99012690189544,12111881.0
40000649,122.90263634173928,12111881.0
40000051,122.87867062816306,12111881.0
40000164,122.82498522020857,12111881.0
40000293,122.76254774250872,12111881.0
40000704,122.62077406601763,12111881.0
40000161,122.59288387068734,12111881.0
40000151,122.55423704088497,12111881.0
30000048,122.48576661137469,12111881.0
40000367,122.09568552232786,12111881.0
40000355,121.83149859371933,12111881.0
40000297,121.81239331552764,12111881.0
20000039,121.8099896463171,12111881.0
40000336,121.70127540552227,12111881.0
40000675,121.6547489279298,12111881.0
40000049,121.44634261766383,12111881.0
40000019,121.15309602400627,12111881.0
40000709,120.80295033397574,12111881.0
40000023,120.74033695441177,12111881.0
40000287,120.53160747426936,12111881.0
40000468,120.4665631721908,12111881.0
40000038,120.37855844672609,12111881.0
40000725,119.93835147514945,12111881.0
40000228,119.60129270693498,12111881.0
40000464,119.47604665983793,12111881.0
40000189,119.43355488345229,12111881.0
40000029,119.42947330725242,12111881.0
40000569,119.13614220553548,12111881.0
40000300,118.96166164962598,12111881.0
20000046,118.93071789800742,12111881.0
40000224,118.84478620609194,12111881.0
40000117,118.77329586595164,12111881.0
40000137,118.5615679977769,12111881.0
40000039,118.52443915279372,12111881.0
40000472,118.37453623208852,12111881.0
40000351,118.34714825702439,12111881.0
40000131,117.93961291835173,12111881.0
40000361,117.634040711197,12111881.0
40000278,117.58166622840898,12111881.0
40000376,117.40222546851116,12111881.0
40000328,117.30266551179884,12111881.0
40000136,117.20579835001466,12111881.0
40000187,117.16766932839484,12111881.0
40000178,117.12525168402799,12111881.0
40000185,117.00637717960451,12111881.0
40000646,116.98626778517102,12111881.0
40000352,116.55133109221201,12111881.0
40000562,116.54555513791047,12111881.0
40000134,116.30085415482554,12111881.0
40000423,116.21027647127553,12111881.0
40000034,116.01894068250698,12111881.0
20000035,115.86499142439388,12111881.0
40000363,115.7250306852728,12111881.0
40000433,115.66244293056023,12111881.0
40000320,115.63885826718942,12111881.0
40000139,115.51045654443487,12111881.0
40000686,115.46614453173834,12111881.0
40000384,115.41611671957959,12111881.0
40000670,115.39078272686973,12111881.0
40000338,115.14715183990072,12111881.0
40000339,114.92844924452139,12111881.0
40000360,114.72268083351042,12111881.0
40000533,114.69122047329472,12111881.0
40000141,114.62499914652815,12111881.0
40000011,114.62063908975509,12111881.0
40000296,114.52129285965785,12111881.0
40000089,114.41187773734633,12111881.0
40000275,114.33638348698125,12111881.0
40000332,114.24542740636903,12111881.0
40000340,114.16347550641383,12111881.0
40000341,113.98821336208695,12111881.0
40000294,113.84024293017244,12111881.0
40000555,113.26341775829836,12111881.0
40000014,113.0916098250712,12111881.0
40000035,112.7540420053052,12111881.0
40000195,112.6839616615002,12111881.0
40000321,112.66201310317648,12111881.0
40000435,112.44971644118542,12111881.0
40000689,112.33566019825531,12111881.0
40000419,112.29152642822196,12111881.0
40000028,112.28564272920438,12111881.0
40000637,112.24756392380874,12111881.0
40000184,112.1372155068745,12111881.0
20000231,112.11589546992064,12111881.0
40000142,111.9214074966354,12111881.0
40000316,111.70015417876007,12111881.0
40000304,111.63110297514835,12111881.0
20000031,111.5822362846927,12111881.0
40000424,111.3469292635183,12111881.0
40000032,111.33954614850224,12111881.0
40000040,111.30025143838229,12111881.0
40000727,110.80838985031282,12111881.0
40000553,110.47631211656986,12111881.0
40000055,110.4748013017555,12111881.0
40000375,110.24167633663933,12111881.0
40000281,110.1325003937351,12111881.0
40000330,110.08278740598023,12111881.0
40000369,109.9526647563281,12111881.0
40000179,109.94681049731115,12111881.0
40000132,109.9251571131711,12111881.0
40000696,109.85967849942413,12111881.0
40000440,109.81782971831417,12111881.0
40000140,109.80954386373065,12111881.0
